entry_date,exit_date,entry_price,exit_price,peak_price,hold_days,gross_return,net_return,exit_reason
2015-01-02,2015-01-05,15.734000205993652,16.179000854492188,16.179000854492188,1,0.0282827407316939,0.0262827407316939,model_exit
2015-04-09,2015-04-10,16.163999557495117,16.3700008392334,16.399999618530273,1,0.012744449850146111,0.010744449850146111,model_exit
2015-06-12,2015-06-15,15.817999839782715,16.076000213623047,16.200000762939453,1,0.016310556104031093,0.014310556104031093,model_exit
2015-07-21,2015-07-24,14.769000053405762,14.47700023651123,14.835000038146973,3,-0.01977112978797746,-0.02177112978797746,model_exit
2015-08-31,2015-09-01,14.57699966430664,14.61299991607666,14.71500015258789,1,0.0024696612882670888,0.0004696612882670887,model_exit
2015-10-08,2015-10-12,15.760000228881836,15.854999542236328,15.854999542236328,2,0.006027875125306004,0.004027875125306004,model_exit
2015-11-16,2015-12-16,14.220999717712402,14.218000411987305,14.604999542236328,21,-0.00021090681278634893,-0.002210906812786349,model_exit
2016-02-02,2016-02-03,14.276000022888184,14.720000267028809,14.774999618530273,1,0.031101165832780664,0.029101165832780662,model_exit
2016-03-23,2016-03-24,15.262999534606934,15.190999984741211,15.5,1,-0.004717260830839454,-0.006717260830839454,model_exit
2016-05-31,2016-06-02,15.972000122070312,16.0049991607666,16.104999542236328,2,0.0020660554998801484,6.605549988014832e-05,model_exit
2016-08-24,2016-08-29,18.545000076293945,18.761999130249023,18.81999969482422,3,0.011701216126306146,0.009701216126306146,model_exit
2016-10-04,2016-11-09,17.71299934387207,18.35700035095215,18.799999237060547,25,0.036357535761038395,0.034357535761038394,model_exit
2016-12-16,2016-12-29,16.152999877929688,16.163000106811523,16.200000762939453,8,0.0006190942213464279,-0.0013809057786535722,model_exit
2017-02-13,2017-02-14,17.804000854492188,17.871999740600586,17.959999084472656,1,0.0038193036870834973,0.0018193036870834973,model_exit
2017-03-22,2017-03-24,17.545000076293945,17.719999313354492,17.719999313354492,2,0.009974308139046206,0.007974308139046206,model_exit
2017-05-18,2017-05-19,16.621000289916992,16.75,16.774999618530273,1,0.007761248290288902,0.005761248290288902,model_exit
2017-07-03,2017-07-07,16.03700065612793,15.371000289916992,16.579999923706055,3,-0.04152898540641081,-0.043528985406410814,model_exit
2017-08-18,2017-08-25,16.979999542236328,17.038000106811523,17.059999465942383,5,0.00341581661595014,0.0014158166159501401,model_exit
2017-10-02,2017-10-03,16.584999084472656,16.58099937438965,16.635000228881836,1,-0.00024116432341270144,-0.0022411643234127015,model_exit
2017-11-07,2017-11-27,16.905000686645508,17.009000778198242,17.357999801635742,13,0.0061520311936391625,0.0041520311936391625,model_exit
2018-01-18,2018-01-30,16.89299964904785,17.01300048828125,17.551000595092773,7,0.0071035838351043434,0.005103583835104343,model_exit
2018-03-07,2018-03-26,16.42799949645996,16.631999969482422,16.725000381469727,13,0.012417852402930807,0.010417852402930807,model_exit
2018-05-01,2018-05-03,16.038999557495117,16.36199951171875,16.530000686645508,2,0.02013841032077912,0.01813841032077912,model_exit
2018-06-08,2018-06-13,16.694000244140625,16.952999114990234,17.06999969482422,3,0.015514488262962312,0.013514488262962311,model_exit
2018-07-20,2018-08-09,15.489999771118164,15.418999671936035,15.569999694824219,14,-0.0045836087947859205,-0.006583608794785921,model_exit
2018-10-02,2018-10-17,14.609999656677246,14.592000007629395,14.739999771118164,11,-0.0012320088617951974,-0.0032320088617951975,model_exit
2018-11-30,2018-12-03,14.093999862670898,14.380999565124512,14.475000381469727,1,0.020363254239398332,0.01836325423939833,model_exit
2019-01-10,2019-01-30,15.560999870300293,15.880000114440918,15.885000228881836,13,0.0204999837285178,0.0184999837285178,model_exit
2019-03-07,2019-03-08,14.960000038146973,15.272000312805176,15.272000312805176,1,0.02085563327958706,0.01885563327958706,model_exit
2019-04-12,2019-04-25,14.920000076293945,14.861000061035156,14.956999778747559,8,-0.0039544245949793,-0.0059544245949793,model_exit
2019-06-10,2019-06-11,14.604999542236328,14.706000328063965,14.706000328063965,1,0.0069154939399724835,0.0049154939399724835,model_exit
2019-08-07,2019-08-12,17.1560001373291,17.038999557495117,17.1560001373291,3,-0.00681980525165693,-0.00881980525165693,model_exit
2019-09-18,2019-09-23,17.795000076293945,18.600000381469727,18.600000381469727,3,0.04523744319890066,0.04323744319890066,model_exit
2019-10-28,2019-11-06,17.81599998474121,17.558000564575195,18.030000686645508,7,-0.014481332531824376,-0.016481332531824378,model_exit
2020-01-21,2020-01-22,17.750999450683594,17.770999908447266,17.770999908447266,1,0.0011267229104050536,-0.0008732770895949465,model_exit
2020-02-28,2020-03-02,16.386999130249023,16.679000854492188,17.795000076293945,1,0.01781910903407291,0.01581910903407291,model_exit
2020-04-06,2020-04-09,15.111000061035156,15.994999885559082,15.994999885559082,3,0.0585004183014588,0.0565004183014588,model_exit
2020-05-15,2020-06-05,17.04599952697754,17.44300079345703,18.815000534057617,14,0.023289996333226703,0.0212899963332267,model_exit
2020-07-13,2020-07-22,19.708999633789062,23.08300018310547,23.30500030517578,7,0.1711908575781811,0.1691908575781811,model_exit
2020-09-02,2020-09-10,27.249000549316406,27.163000106811523,28.270000457763672,5,-0.003156095297852657,-0.005156095297852657,model_exit
2020-10-15,2020-10-28,24.19300079345703,23.323999404907227,25.295000076293945,9,-0.03591953705820672,-0.03791953705820672,model_exit
2020-12-08,2020-12-09,24.68400001525879,23.93000030517578,24.764999389648438,1,-0.030546090974595375,-0.032546090974595376,model_exit
2021-01-15,2021-01-19,24.825000762939453,25.27899932861328,25.469999313354492,1,0.018287957773261754,0.016287957773261752,model_exit
2021-02-24,2021-02-26,27.85700035095215,26.402000427246094,28.264999389648438,2,-0.05223103368544568,-0.054231033685445684,model_exit
2021-04-05,2021-04-29,24.76300048828125,26.05299949645996,26.565000534057617,18,0.052093808615364834,0.05009380861536483,model_exit
2021-06-04,2021-06-17,27.878999710083008,25.8439998626709,28.360000610351562,9,-0.07299400511403964,-0.07499400511403964,model_exit
2021-07-23,2021-08-02,25.218000411987305,25.55699920654297,25.854999542236328,6,0.013442730946840786,0.011442730946840786,model_exit
2021-09-07,2021-09-08,24.333999633789062,24.011999130249023,24.809999465942383,1,-0.013232535069694129,-0.015232535069694129,model_exit
2021-10-19,2021-11-02,23.86199951171875,23.5,24.575000762939453,10,-0.015170543924492574,-0.017170543924492576,model_exit
2021-12-08,2021-12-13,22.389999389648438,22.290000915527344,22.44499969482422,3,-0.004466211560833044,-0.006466211560833044,model_exit
2022-01-27,2022-02-01,22.67300033569336,22.59600067138672,23.030000686645508,3,-0.0033960950543198143,-0.005396095054319814,model_exit
2022-03-09,2022-04-21,25.756999969482422,24.621000289916992,26.899999618530273,30,-0.04410450288897749,-0.046104502888977494,max_hold
2022-05-26,2022-06-06,21.94099998474121,22.073999404907227,22.40999984741211,6,0.006061684529351963,0.004061684529351963,model_exit
2022-07-13,2022-08-08,19.13800048828125,20.591999053955078,20.591999053955078,18,0.07597442410789745,0.07397442410789745,model_exit
2022-09-13,2022-09-28,19.389999389648438,18.79599952697754,19.75,11,-0.03063434148368316,-0.03263434148368316,model_exit
2022-11-02,2022-11-07,19.600000381469727,20.898000717163086,21.0,3,0.06622450563422011,0.06422450563422011,model_exit
2022-12-13,2022-12-30,23.801000595092773,23.86199951171875,24.170000076293945,12,0.0025628719423902435,0.0005628719423902435,model_exit
2023-02-10,2023-03-07,22.034000396728516,20.054000854492188,22.110000610351562,16,-0.08986110132458325,-0.09186110132458325,model_exit
2023-04-12,2023-04-25,25.40399932861328,24.87700080871582,25.950000762939453,9,-0.020744706889670228,-0.02274470688967023,model_exit
2023-06-02,2023-06-06,23.64299964904785,23.573999404907227,23.84000015258789,2,-0.0029184217385632705,-0.0049184217385632705,model_exit
2023-07-13,2023-07-14,24.76799964904785,25.013999938964844,25.013999938964844,1,0.009932182388675326,0.007932182388675326,model_exit
2023-08-21,2023-09-05,23.304000854492188,23.558000564575195,25.059999465942383,10,0.010899403568896071,0.008899403568896071,model_exit
2023-10-13,2023-10-31,22.726999282836914,22.840999603271484,23.6299991607666,12,0.005016074450297614,0.003016074450297614,model_exit
2023-12-06,2023-12-13,23.888999938964844,22.638999938964844,24.354999542236328,5,-0.0523253381553721,-0.054325338155372105,model_exit
2024-01-22,2024-01-23,22.163000106811523,22.333999633789062,22.333999633789062,1,0.007715540592583503,0.005715540592583503,model_exit
2024-02-28,2024-03-11,22.40999984741211,24.511999130249023,24.514999389648438,8,0.09379738050643716,0.09179738050643715,model_exit
