Date,gold_open,gold_high,gold_low,gold_close,gold_volume,gold_ret_1d,gold_ret_2d,gold_ret_3d,gold_ret_5d,gold_ret_10d,gold_ret_20d,gold_realized_vol_20d,gold_realized_vol_60d,gold_atr_14,gold_rsi_14,gold_zscore_20d,gold_dist_ma20,gold_zscore_60d,gold_dist_ma60,gold_ma20_slope_5d,gold_macd_hist,gold_dist_high_20d,gold_dist_high_60d,gold_tb_label,gold_tb_label_bin,split
2013-02-04,1668.0,1676.5,1661.5999755859375,1675.300048828125,450,0.0035342184783622166,0.008852266324405278,-0.002738243656816408,0.013858644441852253,-0.006699826231105432,0.01650389760640425,0.11784387184506852,,16.192283542177037,52.37388898699158,0.3299006738925762,0.0027413542446252936,,,,0.13566854430023412,-0.010337901403130734,,DOWN,0.0,train
2013-02-05,1674.199951171875,1683.4000244140625,1666.5,1672.4000244140625,353,-0.0017310477702732197,0.001797052807072319,0.007105894858249195,0.007045266204729783,-0.012051053772230702,0.016347629543641773,0.11788697220256913,,16.286648991761766,45.53573020971843,0.02669355782536646,0.00020035690160979946,,,,0.3893039433444221,-0.012051053772230702,,DOWN,0.0,train
2013-02-06,1672.199951171875,1678.5,1668.0,1677.699951171875,376,0.0031690544609201954,0.0014325209059886657,0.0049718022262073,-0.0013096453421118648,-0.00509998067202011,0.009750196311691273,0.1135501757464307,,15.515095792860198,48.043822950694405,0.3905666621933793,0.0028842196396239306,,,0.0011580329947298749,0.8936421911643202,-0.008920189757026131,,DOWN,0.0,train
2013-02-07,1677.0,1682.0999755859375,1663.0999755859375,1670.4000244140625,475,-0.004351151558843136,-0.001195886134180535,-0.00292486376842771,0.005901510882936778,0.0005390981815289742,0.009427106070600377,0.11372474544984217,,15.979749687145505,42.150715461519155,-0.2800402761177132,-0.0019448372280421733,,,0.002443738596886722,0.7225478762145165,-0.013232528218302786,,DOWN,0.0,train
2013-02-08,1671.5,1672.5,1664.800048828125,1666.0,289,-0.0026341141940571244,-0.0069738043228185775,-0.0038268502275972116,-0.0020366744724685804,0.005795686696716595,-0.006737046741291164,0.10301052832484484,,14.875776551776104,41.953142210824765,-0.6054100743528371,-0.004237673113049012,,,0.0022343884826979926,0.3204927230450014,-0.015831786421956817,,DOWN,0.0,train
2013-02-11,1666.5,1668.0,1643.699951171875,1648.199951171875,868,-0.010684303018082209,-0.013290273537905795,-0.017583597102327042,-0.01617626506679004,-0.0025418017308955765,-0.007108463149472888,0.10349408990270705,,16.132346188622623,34.025764163119405,-1.9188658590803793,-0.014529180773071193,,,0.0010654045330608464,-1.0611365345220674,-0.026346937836589368,,DOWN,0.0,train
2013-02-12,1643.800048828125,1650.4000244140625,1642.4000244140625,1648.699951171875,85,0.0003033612515548345,-0.01038418297006305,-0.012990944040365049,-0.014171294484697783,-0.0072258688220784295,-0.012103824642988759,0.10133552923236476,,15.04803336347294,35.928117450559725,-1.660248001650306,-0.013634572289540237,,,-0.00034389345031069266,-1.8140316657375966,-0.026051569225071347,,DOWN,0.0,train
2013-02-13,1652.199951171875,1652.300048828125,1640.199951171875,1644.199951171875,236,-0.0027294232627358417,-0.002426890012438121,-0.013085263402235925,-0.019967813658574807,-0.021251308246536538,-0.023286249657642588,0.09540204676555823,,14.65497526917655,39.5712948706337,-1.723031422851346,-0.015171963142885936,,,-0.0019995596821792676,-2.4483341942625723,-0.028709886728733536,,DOWN,0.0,train
2013-02-14,1641.0999755859375,1646.9000244140625,1632.699951171875,1634.699951171875,219,-0.005777886073545346,-0.008491539039622742,-0.008190753791978644,-0.021372169971507482,-0.015596787182249439,-0.028525584710792695,0.0967364689597402,,14.59432166557801,40.78162288075387,-1.9930179151460887,-0.0194526207501321,,,-0.0038986602162329365,-3.2885620604735095,-0.034321890347575934,,DOWN,0.0,train
2013-02-15,1633.199951171875,1633.9000244140625,1599.5,1608.800048828125,460,-0.015843826461965138,-0.021530168711244246,-0.024200827030648964,-0.034333704184798974,-0.03630045207840904,-0.04827258306164672,0.10658067296704195,,17.341738933084276,34.383960167995355,-2.719909136493757,-0.03262075774743689,,,-0.006000877713479158,-5.25292196202472,-0.04962192673502741,,DOWN,0.0,train
2013-02-19,1610.0,1617.0,1599.699951171875,1603.5999755859375,272,-0.003232268202611799,-0.01902488316809625,-0.024692845634133875,-0.0270598088261238,-0.04279834725268572,-0.049211431994219734,0.10661327644380901,,17.33618025242304,29.08427673180954,-2.3874381037219754,-0.033335357413986744,,,-0.008131543231022196,-6.485903846885484,-0.05269380356170128,,DOWN,0.0,train
2013-02-20,1604.699951171875,1606.9000244140625,1561.800048828125,1577.5999755859375,278,-0.016213519827786183,-0.01939338158580617,-0.03492994267541516,-0.043124872743157794,-0.05668503195659713,-0.06805297136063826,0.11442551170911436,,21.03801963022497,14.30564760280565,-2.689312162871698,-0.045694872133813624,,,-0.010978232640765605,-8.508457258652328,-0.06446069506890384,,UP,1.0,train
2013-02-21,1568.5,1581.199951171875,1555.199951171875,1578.199951171875,2019,0.0003803090740506221,-0.0158393769024483,-0.01902044799074909,-0.04014110324778908,-0.05930738683666237,-0.06410490098210753,0.11523355881660263,,21.699617012861644,16.93417313022239,-2.203362667748316,-0.04220037848549807,,,-0.01305457664142269,-9.202932420308093,-0.06053936053585085,,UP,1.0,train
2013-02-22,1580.0,1585.4000244140625,1572.4000244140625,1572.4000244140625,76,-0.0036750265728406895,-0.0032961151447430392,-0.019456193344275174,-0.038110924707100646,-0.05866858151799659,-0.05816111146207692,0.11252844482142822,,20.539668077813428,10.115083531932072,-1.9975503191435025,-0.04290025356442928,,,-0.01454595989591201,-9.416039800097113,-0.06399190335001947,,UP,1.0,train
2013-02-25,1579.4000244140625,1596.0,1577.699951171875,1586.199951171875,118,0.008776346059238271,0.005069066181417448,0.00545130306733399,-0.014047797718997002,-0.047899188972464035,-0.04238111096805863,0.11829174795883578,,20.94770907889664,15.5983530374356,-1.4254134651563872,-0.03243321409939104,,,-0.01423890501568093,-8.043985816955047,-0.05577717237957025,,UP,1.0,train
2013-02-26,1593.300048828125,1615.199951171875,1589.0,1615.199951171875,1158,0.018282688748398224,0.02721949001098589,0.023444431089055584,0.0072337090063243625,-0.020021842602614415,-0.02251275277932685,0.1387003394070214,,22.021347868377088,31.619482016172,-0.5942331948923077,-0.013624365273655292,,,-0.012894095273034843,-4.761941703232914,-0.038514240313053394,,DOWN,0.0,train
2013-02-27,1612.800048828125,1612.800048828125,1591.800048828125,1595.199951171875,700,-0.012382367882991407,0.005673937887433977,0.014500080389090897,0.011156171309777418,-0.03244980990141533,-0.03944120065384471,0.14222236324708948,,22.205155131760144,25.778010975588785,-1.0201294398505856,-0.023885814787700244,,,-0.01143581972985186,-3.571015052764988,-0.05041971070375473,,DOWN,0.0,train
2013-02-28,1596.0,1601.5999755859375,1575.0999755859375,1577.699951171875,102,-0.01097041156949885,-0.023216939780609014,-0.005358719115909905,-0.00031681663633853496,-0.04044520251481776,-0.06083699729561831,0.1361446050888802,,22.777801114192123,24.321291984945773,-1.3299285944457555,-0.031566043793797016,,,-0.011294297846519027,-3.585507434326775,-0.05960541390619334,,UP,1.0,train
2013-03-01,1579.5999755859375,1585.5999755859375,1566.0,1571.9000244140625,68,-0.0036761912513875172,-0.014606273489850441,-0.026807781121091057,-0.0003179852405473804,-0.038416791236087544,-0.05341439990120289,0.13253528093517766,,22.354091043758174,24.13411510324987,-1.3219470281161398,-0.032492327910199625,,,-0.011072025118094991,-3.5999299601997947,-0.06306248425644356,,UP,1.0,train
2013-03-04,1580.800048828125,1580.800048828125,1569.699951171875,1572.0999755859375,64,0.00012720349180583845,-0.0035494553839454657,-0.014480927967034929,-0.008889153965438323,-0.022812078647635792,-0.058284441958287414,0.1296306476762186,,20.85355859209042,26.84110694137864,-1.1893684042664194,-0.029463063382155763,,,-0.011922267368074687,-3.2224494880082553,-0.0629433025328372,,UP,1.0,train
2013-03-05,1577.5999755859375,1585.5,1571.4000244140625,1574.5999755859375,65,0.001590229653854136,0.0017176354284245132,-0.0019648701792980283,-0.025136191687277543,-0.0180843105771461,-0.060108679225925776,0.12851655135649856,,19.953080857936694,27.720950990474392,-1.0277755885984885,-0.02488868706660108,,,-0.013874729026059041,-2.4649916020665046,-0.061453167185182345,,UP,1.0,train
2013-03-06,1577.5999755859375,1582.5999755859375,1566.800048828125,1574.5999755859375,106,0.0,0.001590229653854136,0.0017176354284245132,-0.012913726314249363,-0.0019016227474811798,-0.058478861157868045,0.12890092922980034,,19.399326977920136,28.49193074420033,-0.9386589961088652,-0.021926828085795935,,,-0.014890765394053788,-1.6630043736592128,-0.061453167185182345,,UP,1.0,train
2013-03-07,1580.0,1583.5,1573.9000244140625,1574.800048828125,52,0.00012706290187325386,0.00012706290187325386,0.0017174946149218773,-0.0018380569395315405,-0.002154291248853135,-0.06133391270106092,0.12742095032690495,,18.09274679232245,30.360656315087596,-0.8613879777588495,-0.01866635841932407,,,-0.014958951274217489,-0.8585899815377296,-0.05723178531410267,,UP,1.0,train
2013-03-08,1578.5999755859375,1581.199951171875,1561.800048828125,1576.5999755859375,68,0.001142955741683993,0.0012701638708305651,0.0012701638708305651,0.0029899809777196307,0.00267104496735171,-0.05615424297005012,0.12821209698178718,,18.26703419917946,37.4610092113807,-0.7416290439311861,-0.014665030960389736,,,-0.01515674149778724,0.009232792171161464,-0.053661479240133536,,UP,1.0,train
2013-03-11,1576.0,1579.699951171875,1576.0,1577.800048828125,1115,0.0007611780164726856,0.0019050037509411588,0.0020323087081191016,0.003625770199546574,-0.005295613795438747,-0.05294114716198983,0.12885433636457205,,16.32475646220553,39.630236202546804,-0.6401776719541127,-0.011189719493984729,,,-0.01492136588453786,0.8330037138268622,-0.04300352061838497,,UP,1.0,train
2013-03-12,1579.800048828125,1595.5999755859375,1579.800048828125,1591.5,159,0.008682945080430438,0.00945073236381666,0.010604489874318945,0.010732900213448637,-0.014673075710954553,-0.03440113630118791,0.13122440685174347,,16.521445834953127,56.199847330073034,-0.05279851902432317,-0.0008287081555472531,,,-0.01360548146578563,2.38179477862721,-0.034693972745749146,,UP,1.0,train
2013-03-13,1592.300048828125,1596.0,1585.0,1588.300048828125,396,-0.002010651066211122,0.006654835641435541,0.007421079172501788,0.00870066902997979,-0.004325415342873562,-0.03663486633866797,0.13100893221323484,,15.785253056959377,54.40284370277347,-0.07053965398427568,-0.0009434765230600384,,,-0.01248524013776268,3.2198833578910353,-0.0339982386594212,,UP,1.0,train
2013-03-14,1585.699951171875,1590.5999755859375,1575.699951171875,1590.5999755859375,137,0.0014480429938343864,-0.0005655195815661429,0.008112515123395614,0.010032973246076438,0.008176475130445837,-0.0325994265768802,0.1314678036313549,,15.667222571239794,58.18345284253327,0.20475270982709137,0.002192642393993305,,,-0.010989211231441146,3.9122339948816247,-0.026977412921755706,,UP,1.0,train
2013-03-15,1590.5,1594.4000244140625,1590.199951171875,1592.5,11,0.0011945331593272712,0.0026443058885339266,0.0006283380458687038,0.010085008664390882,0.013105143626177096,-0.02581510517671637,0.1308736040766216,,14.138269327366157,53.17223626368224,0.5803724937671557,0.0047255276530124846,,,-0.009408984496883653,4.44250714265101,-0.014053957316804921,,UP,1.0,train
2013-03-18,1605.9000244140625,1607.699951171875,1601.5999755859375,1604.5999755859375,613,0.007598100838893229,0.008801710181620459,0.010262498430217093,0.016985629311976114,0.02067298550010266,-0.002610686918642857,0.1224430941934804,,14.279826906634003,43.567958827825585,1.580631078686156,0.012493682449192134,,,-0.006802844479946643,5.484207147936811,-0.006562639862790265,,DOWN,0.0,train
2013-03-19,1613.0999755859375,1613.0999755859375,1611.300048828125,1611.300048828125,202,0.0041755411592481195,0.011805368180926257,0.013014003244003591,0.01244112398876851,0.023307553544531734,0.004801741930292813,0.12275474579160288,,13.509183319082803,61.64987828274441,1.9734410334006163,0.016474454094518975,,,-0.004793380003387967,6.4347431940718,-0.0024145012764026363,,DOWN,0.0,train
2013-03-20,1610.0,1612.5,1606.199951171875,1607.5,5,-0.0023583744262211104,0.0018073192435414942,0.009419152276295195,0.012088365284658398,0.02089421118009338,0.01895285552534154,0.10691173842405215,,12.547965386955095,76.89539833772552,1.4873449746617184,0.01312174314942216,,,-0.0019625079514051427,6.593551424843952,-0.004767181404561338,,DOWN,0.0,train
2013-03-21,1612.800048828125,1613.800048828125,1611.9000244140625,1613.800048828125,7,0.003919159457620447,0.001551542185962429,0.005733561873468185,0.014585737205007332,0.024765048762235953,0.022557406385556922,0.10739381759234248,,11.714909845777749,87.47764410950947,1.6798913581521675,0.015952590124068466,,,0.0008443019772908384,6.877331608704617,-0.0008667052910287243,,DOWN,0.0,train
2013-03-22,1611.0,1611.0,1604.0999755859375,1606.199951171875,101,-0.0047094419545772315,-0.0008087395509330797,-0.0031652066664797918,0.008602795084379888,0.018774563011734635,0.021495755681133266,0.10806928488071937,,11.446264965299049,76.93513706357088,1.0640562625138745,0.010093360586734379,,,0.003242883306172504,6.321815860256285,-0.005572065547346128,,DOWN,0.0,train
2013-03-25,1607.0999755859375,1607.800048828125,1596.0999755859375,1604.5999755859375,27,-0.0009961247880565516,-0.005700875550764928,-0.0018040587334758884,0.0,0.016985629311976114,0.011600066183628854,0.10434901130250207,,11.480106068884178,74.03840510816109,0.8792434924385435,0.008503699089462913,,,0.003956339836265749,5.637871810811173,-0.006562639862790265,,DOWN,0.0,train
2013-03-26,1595.800048828125,1595.800048828125,1595.800048828125,1595.800048828125,165484,-0.0054841872689167515,-0.0064748491220923965,-0.011153798150564498,-0.009619561552966505,0.0027018842778039343,-0.012010836385721091,0.08280276617218066,,11.122748827407955,64.88767656886765,0.39681480170849354,0.003584710916373135,,,0.0031005898815697685,4.436950953935533,-0.011153798150564498,,DOWN,0.0,train
2013-03-27,1598.5,1608.0999755859375,1590.300048828125,1606.199951171875,50450,0.00651704601174008,0.0009971180420549342,0.0,-0.0008087395509330797,0.011269849394613285,0.006895687272256534,0.07379361083798373,,12.013039218128561,69.2874324413492,1.0524655176444102,0.009775847088847378,,,0.0025020844420706474,4.190128835646235,-0.0047094419545772315,,DOWN,0.0,train
2013-03-28,1604.699951171875,1606.5999755859375,1593.5999755859375,1594.800048828125,4717,-0.007097436614558861,-0.0006266449238012672,-0.006107395554604822,-0.011773453603373563,0.0026405591013796137,0.010838624697648402,0.0668661446334329,,12.144633989044753,60.0000536573522,0.2275939435278907,0.0020703949627574048,-0.868148169228855,-0.021909090279765064,0.0019169556229925377,3.153493388003188,-0.011773453603373563,-0.057892247857532,DOWN,0.0,train
2013-04-01,1596.800048828125,1600.5,1594.800048828125,1600.0,688,0.0032605662231424137,-0.003860012053512718,0.0026318780820686616,-0.003860012053512718,0.0047095761381474865,0.017876439436033564,0.06557571139223252,0.11491631094092826,11.285342946755453,61.684214854581754,0.5128856362277205,0.004450971066532805,-0.7151420206226096,-0.017837502034479202,0.0017356914606916453,2.72833681163792,-0.00855127550538004,-0.05482044314233547,DOWN,0.0,train
2013-04-02,1599.199951171875,1602.5999755859375,1574.0999755859375,1575.0999755859375,2289,-0.015562515258789045,-0.012352691647246505,-0.019362455815819857,-0.018384644427797525,-0.018384644427797525,0.0019082755846249189,0.08787029466931742,0.11781946809815712,13.580630553854725,42.278695477758916,-1.3205398695664605,-0.011273918141743389,-1.28253128600657,-0.03214608617886605,0.0012507360147756101,0.7816022014033965,-0.023980711408634448,-0.06952981441822836,DOWN,0.0,train
2013-04-03,1575.699951171875,1576.4000244140625,1549.199951171875,1552.800048828125,2171,-0.014157784968231613,-0.02949996948242184,-0.02633558986335749,-0.0269457317234556,-0.03630608715151851,-0.013844739677263296,0.10113166273967514,0.1172509439070855,15.396556245632429,35.8339763224142,-2.4719095843377894,-0.024604708829867095,-1.7464658932055543,-0.044916607008076315,0.0011760312711269305,-1.8526262688999093,-0.03779898262135739,-0.08270321122504565,UP,1.0,train
2013-04-04,1557.300048828125,1557.300048828125,1539.0999755859375,1551.800048828125,829,-0.0006439979189559741,-0.014792665303130947,-0.030124969482421826,-0.03386869879062071,-0.034650047385303306,-0.014479821612678578,0.10110027554056897,0.11724573441645837,15.77035851183977,34.3548528411401,-2.186024255595459,-0.024534338608563244,-1.6929189097157094,-0.04461399559839219,0.00011316819308329494,-3.4161378872696995,-0.03841863807416657,-0.08329394844808169,UP,1.0,train
2013-04-05,1553.199951171875,1580.5999755859375,1550.0999755859375,1575.4000244140625,1184,0.015208129168290396,0.014554337245798799,0.00019049510048607665,-0.012164549673996938,-0.02379478451617778,0.0003809852472280717,0.11585215638871559,0.11988731234724877,17.734310710261134,44.13177912033868,-0.8672500700608134,-0.009718004888337184,-1.1035828754727688,-0.029226706664256197,-0.0004052736970406725,-2.6488840223396775,-0.02379478451617778,-0.06935256440672666,DOWN,0.0,train
2013-04-08,1575.800048828125,1577.800048828125,1567.800048828125,1572.0,101,-0.002158197512614035,0.013017109509133817,0.012364728598743158,-0.01749999999999996,-0.02129246184257627,-0.0029176554973799895,0.1160294487139169,0.11973680589733166,16.703069282226316,38.10218809002561,-1.0322247608821746,-0.011712347219436703,-1.1430189804258217,-0.030497394307564263,-0.0014313380357581047,-2.178011802910831,-0.025901628184035852,-0.07136108538734465,DOWN,0.0,train
2013-04-09,1571.5999755859375,1589.300048828125,1570.0,1586.199951171875,215,0.009033047819258844,0.00685535520531011,0.02216774150105727,0.007047156217374839,-0.011467047671706143,0.00532380661921561,0.12049261824033665,0.11773723363336128,17.049333221679476,41.314830427576275,-0.2720081131621901,-0.003048335949866532,-0.7869088954972284,-0.02082292395116181,-0.0012617211868813695,-0.7894363022297171,-0.01710255101075997,-0.06297264566482386,DOWN,0.0,train
2013-04-10,1584.4000244140625,1586.0,1557.0,1558.300048828125,359,-0.01758914588487892,-0.008714981661498089,-0.010854370522367818,0.00354198855425758,-0.02349918464254852,-0.02086079244227146,0.13178867346280393,0.12111641560768317,18.66941561503888,35.409233344531586,-1.613093548779911,-0.01956093818990312,-1.3853781067531137,-0.037038227034085325,-0.0016206327804086683,-1.5833685993983178,-0.03439087763090709,-0.07945415649834742,DOWN,0.0,train
2013-04-11,1557.0999755859375,1566.699951171875,1554.800048828125,1564.300048828125,1070,0.003850349619453741,-0.013806520626589602,-0.004898187768368367,0.00805516149418839,-0.026086355134788852,-0.01511049503379891,0.1328426526229807,0.12081532983579261,17.766813845533697,35.294079247992684,-1.1900120430584236,-0.01504225539026316,-1.2055251492494907,-0.03228796743863993,-0.0016595125960499352,-1.5366138705824408,-0.030672944914052258,-0.07590973316013117,DOWN,0.0,train
2013-04-12,1560.800048828125,1560.800048828125,1480.199951171875,1501.0,881,-0.04046541382872515,-0.03677087020000791,-0.05371324788462506,-0.04722611607279492,-0.05881618131191446,-0.05633092981340648,0.19329544307529528,0.14371861120241244,26.61125168696254,26.51781685489513,-2.9582725315819554,-0.05222547641652231,-2.5049878087155726,-0.06969729477327158,-0.004494424371791987,-5.384448725661809,-0.06989716533348467,-0.11330342822290351,DOWN,0.0,train
2013-04-15,1478.199951171875,1487.4000244140625,1338.0,1360.5999755859375,1309,-0.09353765783748336,-0.13021803163324497,-0.12686906696233646,-0.13447838703184634,-0.14962501525878902,-0.1456201095221743,0.3746217850806953,0.2364745007177381,44.796418128700864,16.372616379110198,-3.7067921113472413,-0.13454170452501002,-4.527250512270794,-0.15390046177271954,-0.01164004345040956,-16.379695094325015,-0.1568968060361945,-0.19624294875945902,UP,1.0,train
2013-04-16,1358.0,1401.0,1323.0,1386.800048828125,619,0.019256264671697165,-0.07608257906187543,-0.11346927984370503,-0.12570918451764834,-0.11954792056152808,-0.13573471897771927,0.3830686252562567,0.24047490353578008,49.22356237820742,22.514444891086995,-2.4960953890474706,-0.11172314177335008,-3.5656224390867326,-0.13488557643946608,-0.0187454786349084,-20.609049885294993,-0.14066178778767424,-0.18076559024902839,UP,1.0,train
2013-04-17,1373.199951171875,1394.199951171875,1370.199951171875,1382.199951171875,92,-0.0033170590526998556,0.01587533145194686,-0.07914726770694536,-0.11300782399941589,-0.10986610786430573,-0.14218338652870466,0.3810936137786378,0.2404672585115199,45.86042072777977,20.08546228274153,-2.1112118478327573,-0.10812575760300369,-3.267711828088412,-0.1350176727140242,-0.02492780312427841,-22.294587904100432,-0.14351226338382406,-0.18348303916417608,UP,1.0,train
2013-04-18,1347.5,1396.4000244140625,1347.5,1392.0,57,0.007090181720680988,0.003749604116519256,0.02307807215749813,-0.11014514060598624,-0.10297721600717913,-0.13405909797822702,0.38419877519776763,0.24098510908659304,46.26570121928414,22.800426198224088,-1.7190001832900232,-0.09551363495310639,-2.870482654665052,-0.1261431959177831,-0.030975513607326526,-21.327554581038626,-0.1374396096896806,-0.17452412993324973,UP,1.0,train
2013-04-19,1419.300048828125,1420.300048828125,1395.0999755859375,1395.300048828125,241,0.002370724732848384,0.009477715322695035,0.006129218128585023,-0.07041968765614592,-0.1143201553858817,-0.13539471643879653,0.3836604932632137,0.24124374188024886,43.87028090046292,22.404978386750457,-1.4863760992905253,-0.08688735323624686,-2.625799294894366,-0.1213964484129415,-0.0351326960733427,-19.114839418286657,-0.13130364136163652,-0.16941482912663453,UP,1.0,train
2013-04-22,1406.800048828125,1434.9000244140625,1406.800048828125,1421.0,70,0.01841894235828323,0.02083333333333326,0.0280712271731951,0.04439219866077937,-0.09605597964376589,-0.11530317320502603,0.3940990600545575,0.24474843595993534,43.300906858526204,29.27092477521103,-1.0820648751521385,-0.06439910794419801,-2.151867704011616,-0.10287383344443968,-0.03390655167692448,-14.764273173563708,-0.11530317320502603,-0.15411632874067316,UP,1.0,train
