Date,p_up_gold
2017-02-15,0.656154469189261
2017-02-16,0.6867103756513246
2017-02-17,0.7112254682541057
2017-02-21,0.7218553768536005
2017-02-22,0.7159266885334103
2017-02-23,0.7080883866577673
2017-02-24,0.7203765390713615
2017-02-27,0.7038739970480951
2017-02-28,0.7267440868772695
2017-03-01,0.7498777909180787
2017-03-02,0.6423058177023109
2017-03-03,0.6613691968591542
2017-03-06,0.6718905064672464
2017-03-07,0.6608554124499173
2017-03-08,0.6657280866189053
2017-03-09,0.6804361379991548
2017-03-10,0.6833403323871236
2017-03-13,0.7021692353166176
2017-03-14,0.688168196610775
2017-03-15,0.6995175347465554
2017-03-16,0.6373362243636504
2017-03-17,0.581041760305542
2017-03-20,0.5907508056961246
2017-03-21,0.6217068722840636
2017-03-22,0.6217849144792763
2017-03-23,0.6303890835362111
2017-03-24,0.6179547092803396
2017-03-27,0.6105328596338386
2017-03-28,0.5463880362727491
2017-03-29,0.5603387521822958
2017-03-30,0.6073819075584959
2017-03-31,0.6109649536561036
2017-04-03,0.5955679509108749
2017-04-04,0.611867622380373
2017-04-05,0.4893313010480364
2017-04-06,0.4269415282001348
2017-04-07,0.6980607572389925
2017-04-10,0.5242910996968155
2017-04-11,0.6823620237158022
2017-04-12,0.7069231845327892
2017-04-13,0.7498559755905847
2017-04-17,0.7498559755905847
2017-04-18,0.7498559755905847
2017-04-19,0.7491016588793022
2017-04-20,0.7291495440672411
2017-04-21,0.7392897652607958
2017-04-24,0.7187000787636142
2017-04-25,0.5686842767507493
2017-04-26,0.5426134869613946
2017-04-27,0.5311805228913005
2017-04-28,0.5311805228913005
2017-05-01,0.639866627500677
2017-05-02,0.6438965142647566
2017-05-03,0.6514264192603513
2017-05-04,0.6472393065975635
2017-05-05,0.6479609519063272
2017-05-08,0.6479609519063272
2017-05-09,0.6452646897984423
2017-05-10,0.6048898262835891
2017-05-11,0.6756467630827288
2017-05-12,0.6702079847187065
2017-05-15,0.6579786560442689
2017-05-16,0.6308352644496049
2017-05-17,0.6419324813098634
2017-05-18,0.62392288093211
2017-05-19,0.6616639792758662
2017-05-22,0.625962590280617
2017-05-23,0.6386936304311297
2017-05-24,0.6305050146877023
2017-05-25,0.6285030540071653
2017-05-26,0.5901578950726059
2017-05-30,0.5818559908772155
2017-05-31,0.6025209021295329
2017-06-01,0.5609212891981566
2017-06-02,0.6230397768760975
2017-06-05,0.6394922819090917
2017-06-06,0.6609107047182722
2017-06-07,0.6985229324006551
2017-06-08,0.5229572318040872
2017-06-09,0.5399614375234114
2017-06-12,0.5311805228913005
2017-06-13,0.5171363334497727
2017-06-14,0.5062121045789698
2017-06-15,0.619433400757941
2017-06-16,0.6113557324531387
2017-06-19,0.6337404887182831
2017-06-20,0.6377703754823628
2017-06-21,0.6428171367138118
2017-06-22,0.6428171367138118
2017-06-23,0.6248378942315711
2017-06-26,0.6412358428363868
2017-06-27,0.6328661254863686
2017-06-28,0.6164936591654162
2017-06-29,0.6384920207911265
2017-06-30,0.6505202648013152
2017-07-03,0.5603085197880622
2017-07-05,0.6032960134342195
2017-07-06,0.6789043171116658
2017-07-07,0.6410638394826526
2017-07-10,0.6742338969052641
2017-07-11,0.6410638394826526
2017-07-12,0.7038937021803617
2017-07-13,0.6260790898821591
2017-07-14,0.625962590280617
2017-07-17,0.6178192562703005
2017-07-18,0.6104997394464432
2017-07-19,0.6164936591654162
2017-07-20,0.6144539498169093
2017-07-21,0.5867488750250404
2017-07-24,0.601773587808666
2017-07-25,0.548164696286136
2017-07-26,0.5928375756861973
2017-07-27,0.6344621340270468
2017-07-28,0.5835015906678519
2017-07-31,0.5944566451105787
2017-08-01,0.6244343241942318
2017-08-02,0.6263390743891267
2017-08-03,0.561333388703662
2017-08-04,0.5580737355840573
2017-08-07,0.5618586228749665
2017-08-08,0.5534974918314507
2017-08-09,0.5643388078951704
2017-08-10,0.7744601009276405
2017-08-11,0.7684095910197395
2017-08-14,0.7558240069812985
2017-08-15,0.5533322515722361
2017-08-16,0.5545160024817342
2017-08-17,0.7611734633651308
2017-08-18,0.7576053440524685
2017-08-21,0.7664978024476082
2017-08-22,0.762065856615245
2017-08-23,0.7538060403199858
2017-08-24,0.7425141732893803
2017-08-25,0.7405305090173651
2017-08-28,0.7643760131869094
2017-08-29,0.7564611082100294
2017-08-30,0.7548372029068465
2017-08-31,0.7726594752851387
2017-09-01,0.7698184841444344
2017-09-05,0.7230875126947048
2017-09-06,0.687663774355229
2017-09-07,0.7084023380001687
2017-09-08,0.6876820545429458
2017-09-11,0.730517561671751
2017-09-12,0.7202737256161453
2017-09-13,0.7327511945878088
2017-09-14,0.7576931887567343
2017-09-15,0.7395625311112876
2017-09-18,0.6825027996595658
2017-09-19,0.6746640127107881
2017-09-20,0.6954219803288129
2017-09-21,0.609208351197874
2017-09-22,0.6188498684040584
2017-09-25,0.6596495981520356
2017-09-26,0.608419323717758
2017-09-27,0.6714901131455736
2017-09-28,0.6521920763204594
2017-09-29,0.6653531244416049
2017-10-02,0.6817148030081276
2017-10-03,0.6996704934214601
2017-10-04,0.6656802021365784
2017-10-05,0.698810103637876
2017-10-06,0.6791248415931169
2017-10-09,0.6553013604516567
2017-10-10,0.6205572110169779
2017-10-11,0.6221969435518468
2017-10-12,0.6689822265017528
2017-10-13,0.5646548730266469
2017-10-16,0.5865327610456041
2017-10-17,0.6496418695783144
2017-10-18,0.654528621505543
2017-10-19,0.5928141441645506
2017-10-20,0.5759506297353416
2017-10-23,0.6419336070032099
2017-10-24,0.6491068206419633
2017-10-25,0.5862893672882595
2017-10-26,0.5825457631683608
2017-10-27,0.6061517924745603
2017-10-30,0.5935100275594655
2017-10-31,0.5326497788668372
2017-11-01,0.6243993086872548
2017-11-02,0.6045839484598767
2017-11-03,0.5285702177509012
2017-11-06,0.6032837888191592
2017-11-07,0.5868207163328393
2017-11-08,0.6032837888191592
2017-11-09,0.5792175690523755
2017-11-10,0.6154924622746467
2017-11-13,0.6100421806840985
2017-11-14,0.5824880603821994
2017-11-15,0.5682692929864863
2017-11-16,0.5868207163328393
2017-11-17,0.5897729718657493
2017-11-20,0.5682692929864863
2017-11-21,0.5775701498785812
2017-11-22,0.5733518479911777
2017-11-24,0.49074776297049977
2017-11-27,0.6061689272735155
2017-11-28,0.5869489464068532
2017-11-29,0.5306420461359602
2017-11-30,0.5956806415386954
2017-12-01,0.588285230017037
2017-12-04,0.564627787769173
2017-12-05,0.581762801256186
2017-12-06,0.5814638558344082
2017-12-07,0.5264292797189137
2017-12-08,0.5797228731899802
2017-12-11,0.598165163143672
2017-12-12,0.6047726580067666
2017-12-13,0.6184606991768964
2017-12-14,0.6594444699139108
2017-12-15,0.6453440680800266
2017-12-18,0.6553013604516567
2017-12-19,0.6638954914263795
2017-12-20,0.6534394765926033
2017-12-21,0.6595991619499444
2017-12-22,0.6569197728849474
2017-12-26,0.6189021058899546
2017-12-27,0.6167603536480923
2017-12-28,0.5910292416140004
2017-12-29,0.6335859423800777
2018-01-02,0.6528832884328037
2018-01-03,0.676947607452633
2018-01-04,0.6813326264148227
2018-01-05,0.7013917063453562
2018-01-08,0.6815137976149721
2018-01-09,0.6983965132240001
2018-01-10,0.6546809232121222
2018-01-11,0.6649390471259663
2018-01-12,0.7368129954105154
2018-01-16,0.6566172132596704
2018-01-17,0.6451618111212913
2018-01-18,0.7440890661979483
2018-01-19,0.7624231318986929
2018-01-22,0.7588066580406061
2018-01-23,0.7529330667396538
2018-01-24,0.7500837110675216
2018-01-25,0.7449582340319145
2018-01-26,0.7587835329675582
2018-01-30,0.7268402882423513
2018-01-31,0.735818585243263
2018-02-01,0.7725661279609407
2018-02-02,0.7528312513803567
2018-02-05,0.6885936283475071
2018-02-06,0.6895812991763856
2018-02-07,0.6646313578568398
2018-02-08,0.6422009151074597
2018-02-09,0.6188526495010555
2018-02-12,0.6594332216943303
2018-02-13,0.6938068944124354
2018-02-14,0.7129991194424292
2018-02-15,0.7273740543007012
2018-02-16,0.7286939615129554
2018-02-20,0.6825302591202845
2018-02-21,0.6292602903367492
2018-02-22,0.6254810486226273
2018-02-23,0.6316407339799684
2018-02-26,0.6312302756349533
2018-02-27,0.5674938022519387
2018-02-28,0.6422570600302807
2018-03-01,0.658329065024428
2018-03-02,0.669577959434773
2018-03-05,0.6536424625547752
2018-03-06,0.6265986742625357
2018-03-07,0.659221563704909
2018-03-08,0.6561963753803303
2018-03-09,0.6530618783475679
2018-03-12,0.6247203506198683
2018-03-13,0.6265052531704185
2018-03-14,0.6302844948845403
2018-03-15,0.6103411261058762
2018-03-16,0.6132931880167088
2018-03-19,0.6652014050259976
2018-03-20,0.6243943601021817
2018-03-21,0.6529858391703295
2018-03-22,0.6569197728849474
2018-03-23,0.6193634901214373
2018-03-26,0.72152208988175
2018-03-27,0.6326488487056223
2018-03-28,0.6274534384929185
2018-03-29,0.6274534384929185
2018-04-02,0.630863946155072
2018-04-03,0.6293753126157854
2018-04-04,0.6297857709608005
2018-04-05,0.6239731422005743
2018-04-06,0.6337079685664253
