label,n_bars,start,end,hl_pct_median,hl_pct_p25,hl_pct_p75,oc_pct_median,cs_spread_median,cs_spread_p25,cs_spread_p75,implied_roundtrip_bps
yfinance:SLV:5m,4680,2026-02-18T14:30:00+00:00,2026-05-13T19:55:00+00:00,0.002927791245990936,0.0019589453053372578,0.004416170501635427,0.001185771731541848,0.001184471805448927,0.0006440672988597847,0.0020447664643407915,7.31947811497734
