variant,split,total_return,cagr,max_drawdown,sharpe,sortino,calmar,ulcer,time_underwater
v24_gated,valid,-0.1497456649478498,-0.6037829928522218,-0.1497456649478498,,,-4.0320565744757575,0.09540020406298014,0.6666666666666666
v24_gated,test,0.12475965301826109,0.12485023014804675,-0.07632099768668832,0.7113415484883808,1.5548681736736203,1.635856893021496,0.03018945333405102,0.6363636363636364
v24_gated,forward,0.7555800167821327,0.5529813535196715,-0.20112636473445455,1.3514190252649423,4.574927441756045,2.749422504850461,0.08011517662671247,0.3333333333333333
