entry_date,exit_date,entry_price,exit_price,peak_price,hold_days,gross_return,net_return,exit_reason
2015-02-10,2015-03-25,16.85700035095215,16.979999542236328,17.277999877929688,30,0.007296623878709996,0.005296623878709996,max_hold
2015-04-30,2015-05-14,16.124000549316406,17.448999404907227,17.448999404907227,10,0.08217556502421441,0.08017556502421441,model_exit
2015-06-19,2015-08-03,16.104000091552734,14.515999794006348,16.136999130249023,30,-0.09860905914794194,-0.10060905914794194,max_hold
2015-09-08,2015-09-16,14.75,14.878000259399414,14.899999618530273,6,0.008677983688095914,0.006677983688095914,model_exit
2015-10-26,2015-10-27,15.899999618530273,15.857999801635742,15.899999618530273,1,-0.002641497981269336,-0.004641497981269336,model_exit
2015-12-02,2016-01-15,13.979000091552734,13.883999824523926,14.604999542236328,30,-0.006795927205567098,-0.008795927205567098,max_hold
2016-02-23,2016-04-06,15.234999656677246,15.052000045776367,16.149999618530273,30,-0.012011789630771208,-0.014011789630771208,max_hold
2016-06-03,2016-06-15,16.34600067138672,17.48900032043457,17.489999771118164,8,0.06992533966113457,0.06792533966113457,model_exit
2016-08-30,2016-09-02,18.57699966430664,19.275999069213867,19.395000457763672,3,0.037627142032535366,0.035627142032535364,model_exit
2016-10-11,2016-11-21,17.45599937438965,16.543999328613282,18.799999237060547,28,-0.052245650690982304,-0.054245650690982306,trail
2016-12-28,2017-01-18,15.98799991607666,17.235000610351562,17.235000610351562,13,0.07799604083191092,0.07599604083191092,model_exit
2017-03-07,2017-03-27,17.492000579833984,18.079999923706055,18.100000381469727,14,0.033615328400455,0.031615328400455,model_exit
2017-05-02,2017-06-14,16.768999099731445,17.10700035095215,17.69499969482422,30,0.020156316379438266,0.018156316379438264,max_hold
2017-07-20,2017-08-14,16.298999786376953,17.093000411987305,17.209999084472656,17,0.048714684092087346,0.046714684092087344,model_exit
2017-09-28,2017-10-10,16.773000717163086,17.155000686645508,17.165000915527344,8,0.022774694637169857,0.020774694637169855,model_exit
2017-11-14,2017-12-27,17.052000045776367,16.618999481201172,17.357999801635742,29,-0.02539294882786758,-0.02739294882786758,model_exit
2018-02-05,2018-02-07,16.638999938964844,16.20599937438965,16.704999923706055,2,-0.02602323253582106,-0.028023232535821063,model_exit
2018-03-15,2018-03-23,16.35300064086914,16.530000686645508,16.549999237060547,6,0.010823704448100546,0.008823704448100546,model_exit
2018-04-30,2018-06-12,16.312000274658203,16.849000930786133,16.90999984741211,30,0.03292058895819161,0.030920588958191608,max_hold
2018-07-18,2018-08-02,15.503000259399414,15.329000473022461,15.569999694824219,11,-0.01122362016806766,-0.01322362016806766,model_exit
2018-09-07,2018-10-19,14.067000389099121,14.579000473022461,14.739999771118164,30,0.036397246730731636,0.034397246730731634,max_hold
2018-11-26,2018-12-11,14.182999610900879,14.49899959564209,14.6850004196167,10,0.022280194134556508,0.020280194134556506,model_exit
2019-03-28,2019-05-10,14.920999526977539,14.72599983215332,15.260000228881836,30,-0.01306880912848063,-0.01506880912848063,max_hold
2019-06-17,2019-06-20,14.814000129699707,15.468999862670898,15.468999862670898,3,0.044214913408703316,0.042214913408703314,model_exit
